sub,eye,roi,sub_roi,apeak,bpeak
sub018,close,frontal,fro Brodmann area 11,7,22
sub018,close,frontal,fro Brodmann area 44,7,20
sub018,close,frontal,fro Brodmann area 45,7,20
sub018,close,frontal,fro Brodmann area 46,7,20
sub018,close,frontal,fro Brodmann area 47,7,21
sub018,open,auditory,aud Brodmann area 41,8,22
sub018,open,auditory,aud Brodmann area 42,7,21
sub018,open,auditory,aud Brodmann area 22,7,21
sub018,close,auditory,aud Brodmann area 41,7,23
sub018,close,auditory,aud Brodmann area 42,7,21
sub018,close,auditory,aud Brodmann area 22,7,20
sub020,open,somato,somato left,10,20
sub020,open,somato,somato right,10,20
sub020,close,somato,somato left,10,19
sub020,close,somato,somato right,10,20
sub020,open,visual,V1d,9,19
sub020,open,visual,V1v,9,19
sub020,open,visual,V2d,9,19
sub020,open,visual,V2v,9,NaN
sub020,open,visual,V3a,10,20
sub020,open,visual,V3b,9,NaN
sub020,open,visual,V3d,10,19
sub020,open,visual,V3v,9,NaN
sub020,close,visual,V1d,10,21
sub020,close,visual,V1v,10,21
sub020,close,visual,V2d,10,22
sub020,close,visual,V2v,10,21
sub020,close,visual,V3a,10,20
sub020,close,visual,V3b,10,20
sub020,close,visual,V3d,10,20
sub020,close,visual,V3v,10,20
sub020,open,frontal,fro Brodmann area 4,10,21
sub020,open,frontal,fro Brodmann area 6,7,22
sub020,open,frontal,fro Brodmann area 8,7,22
sub020,open,frontal,fro Brodmann area 9,7,22
sub020,open,frontal,fro Brodmann area 10,7,21
sub020,open,frontal,fro Brodmann area 11,7,22
sub020,open,frontal,fro Brodmann area 44,7,21
sub020,open,frontal,fro Brodmann area 45,7,22
sub020,open,frontal,fro Brodmann area 46,7,22
sub020,open,frontal,fro Brodmann area 47,7,21
sub020,close,frontal,fro Brodmann area 4,10,21
sub020,close,frontal,fro Brodmann area 6,7,22
sub020,close,frontal,fro Brodmann area 8,7,22
sub020,close,frontal,fro Brodmann area 9,7,22
sub020,close,frontal,fro Brodmann area 10,7,20
sub020,close,frontal,fro Brodmann area 11,7,22
sub020,close,frontal,fro Brodmann area 44,7,21
sub020,close,frontal,fro Brodmann area 45,7,21
sub020,close,frontal,fro Brodmann area 46,7,22
sub020,close,frontal,fro Brodmann area 47,7,21
sub020,open,auditory,aud Brodmann area 41,7,22
sub020,open,auditory,aud Brodmann area 42,7,21
sub020,open,auditory,aud Brodmann area 22,7,21
sub020,close,auditory,aud Brodmann area 41,7,19
sub020,close,auditory,aud Brodmann area 42,7,19
sub020,close,auditory,aud Brodmann area 22,7,NaN
sub021,open,somato,somato left,9,18
sub021,open,somato,somato right,10,19
sub021,close,somato,somato left,9,19
sub021,close,somato,somato right,10,20
sub021,open,visual,V1d,9,NaN
sub021,open,visual,V1v,9,NaN
sub021,open,visual,V2d,10,NaN
sub021,open,visual,V2v,9,NaN
sub021,open,visual,V3a,10,22
sub021,open,visual,V3b,10,20
sub021,open,visual,V3d,10,26
sub021,open,visual,V3v,10,NaN
sub021,close,visual,V1d,10,19
sub021,close,visual,V1v,10,19
sub021,close,visual,V2d,9,19
sub021,close,visual,V2v,10,19
sub021,close,visual,V3a,10,19
sub021,close,visual,V3b,10,19
sub021,close,visual,V3d,10,19
sub021,close,visual,V3v,10,19
sub021,open,frontal,fro Brodmann area 4,10,21
sub021,open,frontal,fro Brodmann area 6,9,21
sub021,open,frontal,fro Brodmann area 8,7,NaN
sub021,open,frontal,fro Brodmann area 9,9,21
sub021,open,frontal,fro Brodmann area 10,8,27
sub021,open,frontal,fro Brodmann area 11,9,NaN
sub021,open,frontal,fro Brodmann area 44,9,26
sub021,open,frontal,fro Brodmann area 45,9,25
sub021,open,frontal,fro Brodmann area 46,9,22
sub021,open,frontal,fro Brodmann area 47,9,26
sub021,close,frontal,fro Brodmann area 4,10,20
sub021,close,frontal,fro Brodmann area 6,9,20
sub021,close,frontal,fro Brodmann area 8,9,21
sub021,close,frontal,fro Brodmann area 9,9,21
sub021,close,frontal,fro Brodmann area 10,9,21
sub021,close,frontal,fro Brodmann area 11,9,20
sub021,close,frontal,fro Brodmann area 44,9,21
sub021,close,frontal,fro Brodmann area 45,9,21
sub021,close,frontal,fro Brodmann area 46,10,21
sub021,close,frontal,fro Brodmann area 47,10,20
sub021,open,auditory,aud Brodmann area 41,9,27
sub021,open,auditory,aud Brodmann area 42,9,27
sub021,open,auditory,aud Brodmann area 22,9,27
sub021,close,auditory,aud Brodmann area 41,10,18
sub021,close,auditory,aud Brodmann area 42,9,27
sub021,close,auditory,aud Brodmann area 22,9,18
sub022,open,somato,somato left,10,21
sub022,open,somato,somato right,11,22
sub022,close,somato,somato left,9,21
sub022,close,somato,somato right,10,22
sub022,open,visual,V1d,10,NaN
sub022,open,visual,V1v,10,NaN
sub022,open,visual,V2d,10,NaN
sub022,open,visual,V2v,10,NaN
sub022,open,visual,V3a,10,24
sub022,open,visual,V3b,10,23
sub022,open,visual,V3d,10,NaN
sub022,open,visual,V3v,10,NaN
sub022,close,visual,V1d,10,NaN
sub022,close,visual,V1v,10,19
sub022,close,visual,V2d,10,NaN
sub022,close,visual,V2v,10,NaN
sub022,close,visual,V3a,10,18
sub022,close,visual,V3b,10,18
sub022,close,visual,V3d,10,18
sub022,close,visual,V3v,10,18
sub022,open,frontal,fro Brodmann area 4,10,22
sub022,open,frontal,fro Brodmann area 6,8,21
sub022,open,frontal,fro Brodmann area 8,7,21
sub022,open,frontal,fro Brodmann area 9,7,22
sub022,open,frontal,fro Brodmann area 10,7,NaN
sub022,open,frontal,fro Brodmann area 11,7,26
sub022,open,frontal,fro Brodmann area 44,7,22
sub022,open,frontal,fro Brodmann area 45,7,23
sub022,open,frontal,fro Brodmann area 46,7,22
sub022,open,frontal,fro Brodmann area 47,7,22
sub022,close,frontal,fro Brodmann area 4,9,21
sub022,close,frontal,fro Brodmann area 6,9,22
sub022,close,frontal,fro Brodmann area 8,10,22
sub022,close,frontal,fro Brodmann area 9,8,20
sub022,close,frontal,fro Brodmann area 10,7,21
sub022,close,frontal,fro Brodmann area 11,9,NaN
sub022,close,frontal,fro Brodmann area 44,8,23
sub022,close,frontal,fro Brodmann area 45,9,22
sub022,close,frontal,fro Brodmann area 46,8,22
sub022,close,frontal,fro Brodmann area 47,10,21
sub022,open,auditory,aud Brodmann area 41,9,22
sub022,open,auditory,aud Brodmann area 42,8,22
sub022,open,auditory,aud Brodmann area 22,8,22
sub022,close,auditory,aud Brodmann area 41,9,NaN
sub022,close,auditory,aud Brodmann area 42,9,22
sub022,close,auditory,aud Brodmann area 22,9,18
sub023,open,somato,somato left,12,23
sub023,open,somato,somato right,11,23
sub023,close,somato,somato left,11,23
sub023,close,somato,somato right,11,22
sub023,open,visual,V1d,11,NaN
sub023,open,visual,V1v,11,22
sub023,open,visual,V2d,11,20
sub023,open,visual,V2v,11,22
sub023,open,visual,V3a,11,NaN
sub023,open,visual,V3b,11,NaN
sub023,open,visual,V3d,11,23
sub023,open,visual,V3v,10,22
sub023,close,visual,V1d,10,20
sub023,close,visual,V1v,10,20
sub023,close,visual,V2d,10,20
sub023,close,visual,V2v,10,20
sub023,close,visual,V3a,10,20
sub023,close,visual,V3b,10,19
sub023,close,visual,V3d,10,20
sub023,close,visual,V3v,10,NaN
sub023,open,frontal,fro Brodmann area 4,11,23
sub023,open,frontal,fro Brodmann area 6,11,24
sub023,open,frontal,fro Brodmann area 8,7,23
sub023,open,frontal,fro Brodmann area 9,7,20
sub023,open,frontal,fro Brodmann area 10,7,NaN
sub023,open,frontal,fro Brodmann area 11,7,29
sub023,open,frontal,fro Brodmann area 44,7,NaN
sub023,open,frontal,fro Brodmann area 45,7,NaN
sub023,open,frontal,fro Brodmann area 46,7,20
sub023,open,frontal,fro Brodmann area 47,7,20
sub023,close,frontal,fro Brodmann area 4,11,23
sub023,close,frontal,fro Brodmann area 6,11,NaN
sub023,close,frontal,fro Brodmann area 8,7,23
sub023,close,frontal,fro Brodmann area 9,10,20
sub023,close,frontal,fro Brodmann area 10,10,NaN
sub023,close,frontal,fro Brodmann area 11,10,24
sub023,close,frontal,fro Brodmann area 44,7,17
sub023,close,frontal,fro Brodmann area 45,7,22
sub023,close,frontal,fro Brodmann area 46,7,25
sub023,close,frontal,fro Brodmann area 47,7,NaN
sub023,open,auditory,aud Brodmann area 41,11,23
sub023,open,auditory,aud Brodmann area 42,11,22
sub023,open,auditory,aud Brodmann area 22,11,21
sub023,close,auditory,aud Brodmann area 41,11,18
sub023,close,auditory,aud Brodmann area 42,11,18
sub023,close,auditory,aud Brodmann area 22,10,20
sub024,open,somato,somato left,11,22
sub024,open,somato,somato right,10,19
sub024,close,somato,somato left,11,21
sub024,close,somato,somato right,10,20
sub024,open,visual,V1d,11,NaN
sub024,open,visual,V1v,10,20
sub024,open,visual,V2d,11,NaN
sub024,open,visual,V2v,10,NaN
sub024,open,visual,V3a,11,20
sub024,open,visual,V3b,11,19
sub024,open,visual,V3d,11,18
sub024,open,visual,V3v,10,19
sub024,close,visual,V1d,10,20
sub024,close,visual,V1v,10,20
sub024,close,visual,V2d,10,20
sub024,close,visual,V2v,10,20
sub024,close,visual,V3a,10,21
sub024,close,visual,V3b,10,20
sub024,close,visual,V3d,10,20
sub024,close,visual,V3v,10,20
sub024,open,frontal,fro Brodmann area 4,11,19
sub024,open,frontal,fro Brodmann area 6,7,25
sub024,open,frontal,fro Brodmann area 8,7,24
sub024,open,frontal,fro Brodmann area 9,7,NaN
sub024,open,frontal,fro Brodmann area 10,7,21
sub024,open,frontal,fro Brodmann area 11,7,NaN
sub024,open,frontal,fro Brodmann area 44,8,NaN
sub024,open,frontal,fro Brodmann area 45,8,NaN
sub024,open,frontal,fro Brodmann area 46,7,NaN
sub024,open,frontal,fro Brodmann area 47,7,23
sub024,close,frontal,fro Brodmann area 4,10,21
sub024,close,frontal,fro Brodmann area 6,10,20
sub024,close,frontal,fro Brodmann area 8,7,22
sub024,close,frontal,fro Brodmann area 9,7,23
sub024,close,frontal,fro Brodmann area 10,7,23
sub024,close,frontal,fro Brodmann area 11,10,23
sub024,close,frontal,fro Brodmann area 44,9,NaN
sub024,close,frontal,fro Brodmann area 45,7,24
sub024,close,frontal,fro Brodmann area 46,7,21
sub024,close,frontal,fro Brodmann area 47,10,23
sub024,open,auditory,aud Brodmann area 41,7,17
sub024,open,auditory,aud Brodmann area 42,7,17
sub024,open,auditory,aud Brodmann area 22,7,18
sub024,close,auditory,aud Brodmann area 41,10,19
sub024,close,auditory,aud Brodmann area 42,7,18
sub024,close,auditory,aud Brodmann area 22,10,18
sub025,open,somato,somato left,11,23
sub025,open,somato,somato right,12,25
sub025,close,somato,somato left,11,21
sub025,close,somato,somato right,11,21
sub025,open,visual,V1d,11,NaN
sub025,open,visual,V1v,11,NaN
sub025,open,visual,V2d,10,20
sub025,open,visual,V2v,11,18
sub025,open,visual,V3a,11,NaN
sub025,open,visual,V3b,11,NaN
sub025,open,visual,V3d,11,NaN
sub025,open,visual,V3v,11,NaN
sub025,close,visual,V1d,10,21
sub025,close,visual,V1v,10,21
sub025,close,visual,V2d,10,21
sub025,close,visual,V2v,10,20
sub025,close,visual,V3a,10,21
sub025,close,visual,V3b,10,21
sub025,close,visual,V3d,10,21
sub025,close,visual,V3v,10,21
sub025,open,frontal,fro Brodmann area 4,11,23
sub025,open,frontal,fro Brodmann area 6,12,23
sub025,open,frontal,fro Brodmann area 8,13,NaN
sub025,open,frontal,fro Brodmann area 9,13,27
sub025,open,frontal,fro Brodmann area 10,7,23
sub025,open,frontal,fro Brodmann area 11,7,24
sub025,open,frontal,fro Brodmann area 44,12,24
sub025,open,frontal,fro Brodmann area 45,12,25
sub025,open,frontal,fro Brodmann area 46,12,25
sub025,open,frontal,fro Brodmann area 47,7,22
sub025,close,frontal,fro Brodmann area 4,11,21
sub025,close,frontal,fro Brodmann area 6,11,21
sub025,close,frontal,fro Brodmann area 8,12,NaN
sub025,close,frontal,fro Brodmann area 9,12,NaN
sub025,close,frontal,fro Brodmann area 10,7,NaN
sub025,close,frontal,fro Brodmann area 11,11,21
sub025,close,frontal,fro Brodmann area 44,12,23
sub025,close,frontal,fro Brodmann area 45,12,NaN
sub025,close,frontal,fro Brodmann area 46,12,23
sub025,close,frontal,fro Brodmann area 47,7,NaN
sub025,open,auditory,aud Brodmann area 41,11,NaN
sub025,open,auditory,aud Brodmann area 42,12,23
sub025,open,auditory,aud Brodmann area 22,11,23
sub025,close,auditory,aud Brodmann area 41,10,21
sub025,close,auditory,aud Brodmann area 42,11,21
sub025,close,auditory,aud Brodmann area 22,11,21
sub026,open,somato,somato left,7,19
sub026,open,somato,somato right,7,NaN
sub026,close,somato,somato left,10,23
sub026,close,somato,somato right,8,NaN
sub026,open,visual,V1d,10,NaN
sub026,open,visual,V1v,10,NaN
sub026,open,visual,V2d,10,NaN
sub026,open,visual,V2v,10,NaN
sub026,open,visual,V3a,10,20
sub026,open,visual,V3b,10,NaN
sub026,open,visual,V3d,10,NaN
sub026,open,visual,V3v,10,NaN
sub026,close,visual,V1d,10,19
sub026,close,visual,V1v,10,19
sub026,close,visual,V2d,10,19
sub026,close,visual,V2v,10,18
sub026,close,visual,V3a,10,19
sub026,close,visual,V3b,10,19
sub026,close,visual,V3d,10,19
sub026,close,visual,V3v,10,18
sub026,open,frontal,fro Brodmann area 4,10,28
sub026,open,frontal,fro Brodmann area 6,7,28
sub026,open,frontal,fro Brodmann area 8,7,NaN
sub026,open,frontal,fro Brodmann area 9,7,27
sub026,open,frontal,fro Brodmann area 10,7,19
sub026,open,frontal,fro Brodmann area 11,7,27
sub026,open,frontal,fro Brodmann area 44,7,16
sub026,open,frontal,fro Brodmann area 45,7,17
sub026,open,frontal,fro Brodmann area 46,7,22
sub026,open,frontal,fro Brodmann area 47,7,NaN
sub026,close,frontal,fro Brodmann area 4,10,28
sub026,close,frontal,fro Brodmann area 6,9,28
sub026,close,frontal,fro Brodmann area 8,7,21
sub026,close,frontal,fro Brodmann area 9,7,NaN
sub026,close,frontal,fro Brodmann area 10,7,21
sub026,close,frontal,fro Brodmann area 11,9,21
sub026,close,frontal,fro Brodmann area 44,7,NaN
sub026,close,frontal,fro Brodmann area 45,7,30
sub026,close,frontal,fro Brodmann area 46,7,NaN
sub026,close,frontal,fro Brodmann area 47,7,21
sub026,open,auditory,aud Brodmann area 41,10,21
sub026,open,auditory,aud Brodmann area 42,7,21
sub026,open,auditory,aud Brodmann area 22,10,16
sub026,close,auditory,aud Brodmann area 41,10,20
sub026,close,auditory,aud Brodmann area 42,7,NaN
sub026,close,auditory,aud Brodmann area 22,10,16
sub027,open,somato,somato left,9,NaN
sub027,open,somato,somato right,9,17
sub027,close,somato,somato left,10,21
sub027,close,somato,somato right,9,18
sub027,open,visual,V1d,10,NaN
sub027,open,visual,V1v,10,NaN
sub027,open,visual,V2d,10,NaN
sub027,open,visual,V2v,11,20
sub027,open,visual,V3a,10,20
sub027,open,visual,V3b,10,20
sub027,open,visual,V3d,10,19
sub027,open,visual,V3v,11,21
sub027,close,visual,V1d,11,21
sub027,close,visual,V1v,11,21
sub027,close,visual,V2d,11,21
sub027,close,visual,V2v,11,20
sub027,close,visual,V3a,11,21
sub027,close,visual,V3b,10,21
sub027,close,visual,V3d,11,21
sub027,close,visual,V3v,10,21
sub027,open,frontal,fro Brodmann area 4,9,NaN
sub027,open,frontal,fro Brodmann area 6,8,NaN
sub027,open,frontal,fro Brodmann area 8,7,NaN
sub027,open,frontal,fro Brodmann area 9,7,16
sub027,open,frontal,fro Brodmann area 10,7,21
sub027,open,frontal,fro Brodmann area 11,8,21
sub027,open,frontal,fro Brodmann area 44,10,26
sub027,open,frontal,fro Brodmann area 45,8,26
sub027,open,frontal,fro Brodmann area 46,7,NaN
sub027,open,frontal,fro Brodmann area 47,9,NaN
sub027,close,frontal,fro Brodmann area 4,10,18
sub027,close,frontal,fro Brodmann area 6,9,20
sub027,close,frontal,fro Brodmann area 8,7,23
sub027,close,frontal,fro Brodmann area 9,7,20
sub027,close,frontal,fro Brodmann area 10,9,22
sub027,close,frontal,fro Brodmann area 11,8,22
sub027,close,frontal,fro Brodmann area 44,11,26
sub027,close,frontal,fro Brodmann area 45,11,19
sub027,close,frontal,fro Brodmann area 46,7,22
sub027,close,frontal,fro Brodmann area 47,9,20
sub027,open,auditory,aud Brodmann area 41,10,NaN
sub027,open,auditory,aud Brodmann area 42,10,NaN
sub027,open,auditory,aud Brodmann area 22,10,NaN
sub027,close,auditory,aud Brodmann area 41,10,NaN
sub027,close,auditory,aud Brodmann area 42,10,NaN
sub027,close,auditory,aud Brodmann area 22,10,26
sub028,open,somato,somato left,7,16
sub028,open,somato,somato right,8,NaN
sub028,close,somato,somato left,7,NaN
sub028,close,somato,somato right,7,22
sub028,open,visual,V1d,8,NaN
sub028,open,visual,V1v,10,NaN
sub028,open,visual,V2d,8,22
sub028,open,visual,V2v,10,NaN
sub028,open,visual,V3a,9,NaN
sub028,open,visual,V3b,9,NaN
sub028,open,visual,V3d,8,21
sub028,open,visual,V3v,10,NaN
sub028,close,visual,V1d,9,NaN
sub028,close,visual,V1v,9,NaN
sub028,close,visual,V2d,9,19
sub028,close,visual,V2v,9,23
sub028,close,visual,V3a,9,NaN
sub028,close,visual,V3b,7,25
sub028,close,visual,V3d,8,NaN
sub028,close,visual,V3v,9,NaN
sub028,open,frontal,fro Brodmann area 4,7,NaN
sub028,open,frontal,fro Brodmann area 6,7,NaN
sub028,open,frontal,fro Brodmann area 8,7,16
sub028,open,frontal,fro Brodmann area 9,7,NaN
sub028,open,frontal,fro Brodmann area 10,7,NaN
sub028,open,frontal,fro Brodmann area 11,7,20
sub028,open,frontal,fro Brodmann area 44,7,NaN
sub028,open,frontal,fro Brodmann area 45,7,26
sub028,open,frontal,fro Brodmann area 46,7,26
sub028,open,frontal,fro Brodmann area 47,7,NaN
sub028,close,frontal,fro Brodmann area 4,7,NaN
sub028,close,frontal,fro Brodmann area 6,7,NaN
sub028,close,frontal,fro Brodmann area 8,7,20
sub028,close,frontal,fro Brodmann area 9,7,16
sub028,close,frontal,fro Brodmann area 10,7,16
sub028,close,frontal,fro Brodmann area 11,7,NaN
sub028,close,frontal,fro Brodmann area 44,7,NaN
sub028,close,frontal,fro Brodmann area 45,7,NaN
sub028,close,frontal,fro Brodmann area 46,7,NaN
sub028,close,frontal,fro Brodmann area 47,7,NaN
sub028,open,auditory,aud Brodmann area 41,7,NaN
sub028,open,auditory,aud Brodmann area 42,7,NaN
sub028,open,auditory,aud Brodmann area 22,7,NaN
sub028,close,auditory,aud Brodmann area 41,7,NaN
sub028,close,auditory,aud Brodmann area 42,7,NaN
sub028,close,auditory,aud Brodmann area 22,7,NaN
sub029,open,somato,somato left,11,23
sub029,open,somato,somato right,12,NaN
sub029,close,somato,somato left,11,22
sub029,close,somato,somato right,12,19
sub029,open,visual,V1d,11,24
sub029,open,visual,V1v,11,22
sub029,open,visual,V2d,11,24
sub029,open,visual,V2v,11,24
sub029,open,visual,V3a,11,NaN
sub029,open,visual,V3b,11,21
sub029,open,visual,V3d,11,NaN
sub029,open,visual,V3v,11,25
sub029,close,visual,V1d,11,NaN
sub029,close,visual,V1v,11,18
sub029,close,visual,V2d,11,19
sub029,close,visual,V2v,11,22
sub029,close,visual,V3a,11,NaN
sub029,close,visual,V3b,11,19
sub029,close,visual,V3d,11,22
sub029,close,visual,V3v,11,22
sub029,open,frontal,fro Brodmann area 4,11,24
sub029,open,frontal,fro Brodmann area 6,7,18
sub029,open,frontal,fro Brodmann area 8,7,NaN
sub029,open,frontal,fro Brodmann area 9,7,24
sub029,open,frontal,fro Brodmann area 10,7,20
sub029,open,frontal,fro Brodmann area 11,7,NaN
sub029,open,frontal,fro Brodmann area 44,7,24
sub029,open,frontal,fro Brodmann area 45,7,24
sub029,open,frontal,fro Brodmann area 46,7,23
sub029,open,frontal,fro Brodmann area 47,7,23
sub029,close,frontal,fro Brodmann area 4,11,24
sub029,close,frontal,fro Brodmann area 6,7,20
sub029,close,frontal,fro Brodmann area 8,7,20
sub029,close,frontal,fro Brodmann area 9,7,25
sub029,close,frontal,fro Brodmann area 10,7,20
sub029,close,frontal,fro Brodmann area 11,7,NaN
sub029,close,frontal,fro Brodmann area 44,7,22
sub029,close,frontal,fro Brodmann area 45,7,21
sub029,close,frontal,fro Brodmann area 46,7,21
sub029,close,frontal,fro Brodmann area 47,7,20
sub029,open,auditory,aud Brodmann area 41,7,19
sub029,open,auditory,aud Brodmann area 42,11,19
sub029,open,auditory,aud Brodmann area 22,7,20
sub029,close,auditory,aud Brodmann area 41,11,NaN
sub029,close,auditory,aud Brodmann area 42,11,22
sub029,close,auditory,aud Brodmann area 22,7,21
sub030,open,somato,somato left,11,21
sub030,open,somato,somato right,7,22
sub030,close,somato,somato left,11,22
sub030,close,somato,somato right,11,21
sub030,open,visual,V1d,11,NaN
sub030,open,visual,V1v,11,NaN
sub030,open,visual,V2d,10,NaN
sub030,open,visual,V2v,11,18
sub030,open,visual,V3a,11,19
sub030,open,visual,V3b,11,NaN
sub030,open,visual,V3d,11,17
sub030,open,visual,V3v,11,18
sub030,close,visual,V1d,10,21
sub030,close,visual,V1v,10,21
sub030,close,visual,V2d,10,21
sub030,close,visual,V2v,10,21
sub030,close,visual,V3a,11,21
sub030,close,visual,V3b,10,21
sub030,close,visual,V3d,11,21
sub030,close,visual,V3v,11,21
sub030,open,frontal,fro Brodmann area 4,7,22
sub030,open,frontal,fro Brodmann area 6,7,22
sub030,open,frontal,fro Brodmann area 8,7,NaN
sub030,open,frontal,fro Brodmann area 9,7,23
sub030,open,frontal,fro Brodmann area 10,7,22
sub030,open,frontal,fro Brodmann area 11,7,22
sub030,open,frontal,fro Brodmann area 44,7,19
sub030,open,frontal,fro Brodmann area 45,7,22
sub030,open,frontal,fro Brodmann area 46,7,21
sub030,open,frontal,fro Brodmann area 47,7,21
sub030,close,frontal,fro Brodmann area 4,7,21
sub030,close,frontal,fro Brodmann area 6,7,22
sub030,close,frontal,fro Brodmann area 8,7,19
sub030,close,frontal,fro Brodmann area 9,7,20
sub030,close,frontal,fro Brodmann area 10,7,21
sub030,close,frontal,fro Brodmann area 11,7,20
sub030,close,frontal,fro Brodmann area 44,7,21
sub030,close,frontal,fro Brodmann area 45,7,21
sub030,close,frontal,fro Brodmann area 46,7,22
sub030,close,frontal,fro Brodmann area 47,7,21
sub030,open,auditory,aud Brodmann area 41,7,17
sub030,open,auditory,aud Brodmann area 42,7,17
sub030,open,auditory,aud Brodmann area 22,7,17
sub030,close,auditory,aud Brodmann area 41,7,17
sub030,close,auditory,aud Brodmann area 42,7,17
sub030,close,auditory,aud Brodmann area 22,7,17
sub031,open,somato,somato left,9,17
sub031,open,somato,somato right,8,16
sub031,close,somato,somato left,8,18
sub031,close,somato,somato right,8,17
sub031,open,visual,V1d,9,NaN
sub031,open,visual,V1v,10,18
sub031,open,visual,V2d,9,18
sub031,open,visual,V2v,10,23
sub031,open,visual,V3a,9,NaN
sub031,open,visual,V3b,9,NaN
sub031,open,visual,V3d,9,NaN
sub031,open,visual,V3v,10,NaN
sub031,close,visual,V1d,9,19
sub031,close,visual,V1v,9,19
sub031,close,visual,V2d,9,19
sub031,close,visual,V2v,9,19
sub031,close,visual,V3a,10,20
sub031,close,visual,V3b,9,19
sub031,close,visual,V3d,9,19
sub031,close,visual,V3v,9,19
sub031,open,frontal,fro Brodmann area 4,8,17
sub031,open,frontal,fro Brodmann area 6,8,18
sub031,open,frontal,fro Brodmann area 8,7,20
sub031,open,frontal,fro Brodmann area 9,7,21
sub031,open,frontal,fro Brodmann area 10,7,19
sub031,open,frontal,fro Brodmann area 11,7,23
sub031,open,frontal,fro Brodmann area 44,8,19
sub031,open,frontal,fro Brodmann area 45,9,19
sub031,open,frontal,fro Brodmann area 46,9,19
sub031,open,frontal,fro Brodmann area 47,8,18
sub031,close,frontal,fro Brodmann area 4,9,19
sub031,close,frontal,fro Brodmann area 6,9,20
sub031,close,frontal,fro Brodmann area 8,9,20
sub031,close,frontal,fro Brodmann area 9,7,20
sub031,close,frontal,fro Brodmann area 10,7,20
sub031,close,frontal,fro Brodmann area 11,9,19
sub031,close,frontal,fro Brodmann area 44,9,19
sub031,close,frontal,fro Brodmann area 45,9,20
sub031,close,frontal,fro Brodmann area 46,7,20
sub031,close,frontal,fro Brodmann area 47,8,19
sub031,open,auditory,aud Brodmann area 41,8,NaN
sub031,open,auditory,aud Brodmann area 42,9,NaN
sub031,open,auditory,aud Brodmann area 22,8,18
sub031,close,auditory,aud Brodmann area 41,9,17
sub031,close,auditory,aud Brodmann area 42,9,19
sub031,close,auditory,aud Brodmann area 22,9,19
sub032,open,somato,somato left,11,22
sub032,open,somato,somato right,9,19
sub032,close,somato,somato left,11,21
sub032,close,somato,somato right,10,19
sub032,open,visual,V1d,10,NaN
sub032,open,visual,V1v,10,NaN
sub032,open,visual,V2d,10,NaN
sub032,open,visual,V2v,10,20
sub032,open,visual,V3a,10,NaN
sub032,open,visual,V3b,10,NaN
sub032,open,visual,V3d,10,NaN
sub032,open,visual,V3v,10,16
sub032,close,visual,V1d,10,20
sub032,close,visual,V1v,10,20
sub032,close,visual,V2d,10,21
sub032,close,visual,V2v,10,20
sub032,close,visual,V3a,10,21
sub032,close,visual,V3b,10,20
sub032,close,visual,V3d,10,20
sub032,close,visual,V3v,10,20
sub032,open,frontal,fro Brodmann area 4,9,20
sub032,open,frontal,fro Brodmann area 6,7,17
sub032,open,frontal,fro Brodmann area 8,7,18
sub032,open,frontal,fro Brodmann area 9,7,20
sub032,open,frontal,fro Brodmann area 10,7,20
sub032,open,frontal,fro Brodmann area 11,9,19
sub032,open,frontal,fro Brodmann area 44,7,21
sub032,open,frontal,fro Brodmann area 45,7,NaN
sub032,open,frontal,fro Brodmann area 46,7,NaN
sub032,open,frontal,fro Brodmann area 47,7,18
sub032,close,frontal,fro Brodmann area 4,10,22
sub032,close,frontal,fro Brodmann area 6,9,18
sub032,close,frontal,fro Brodmann area 8,7,18
sub032,close,frontal,fro Brodmann area 9,7,18
sub032,close,frontal,fro Brodmann area 10,9,20
sub032,close,frontal,fro Brodmann area 11,9,18
sub032,close,frontal,fro Brodmann area 44,7,18
sub032,close,frontal,fro Brodmann area 45,7,18
sub032,close,frontal,fro Brodmann area 46,7,18
sub032,close,frontal,fro Brodmann area 47,9,18
sub032,open,auditory,aud Brodmann area 41,7,22
sub032,open,auditory,aud Brodmann area 42,7,NaN
sub032,open,auditory,aud Brodmann area 22,7,18
sub032,close,auditory,aud Brodmann area 41,10,17
sub032,close,auditory,aud Brodmann area 42,7,17
sub032,close,auditory,aud Brodmann area 22,10,17
sub033,open,somato,somato left,11,18
sub033,open,somato,somato right,11,23
sub033,close,somato,somato left,11,21
sub033,close,somato,somato right,11,23
sub033,open,visual,V1d,10,NaN
sub033,open,visual,V1v,10,NaN
sub033,open,visual,V2d,10,NaN
sub033,open,visual,V2v,10,NaN
sub033,open,visual,V3a,10,NaN
sub033,open,visual,V3b,10,NaN
sub033,open,visual,V3d,10,NaN
sub033,open,visual,V3v,10,NaN
sub033,close,visual,V1d,10,20
sub033,close,visual,V1v,10,20
sub033,close,visual,V2d,10,20
sub033,close,visual,V2v,10,20
sub033,close,visual,V3a,10,21
sub033,close,visual,V3b,10,21
sub033,close,visual,V3d,10,20
sub033,close,visual,V3v,10,20
sub033,open,frontal,fro Brodmann area 4,11,22
sub033,open,frontal,fro Brodmann area 6,7,17
sub033,open,frontal,fro Brodmann area 8,7,20
sub033,open,frontal,fro Brodmann area 9,7,20
sub033,open,frontal,fro Brodmann area 10,7,21
sub033,open,frontal,fro Brodmann area 11,7,22
sub033,open,frontal,fro Brodmann area 44,7,21
